   5.0741074507690477E-002   4.8818669328502977E-002   5.2919228392337571E-002   4.9367274882049429E-002   5.3067863504575964E-002   5.1737893962953564E-002   4.7243860905025331E-002   4.9238415982124584E-002   4.9491840877994513E-002   5.1672470536153904E-002   5.1211583401386256E-002   5.0186277468542997E-002   5.1794551887738106E-002   5.2487040935867604E-002   5.2573827472003010E-002   5.2428708617458686E-002   4.8164983834249810E-002   5.0367702816907223E-002   5.2870594597129165E-002   4.9739976209091867E-002   4.6878026550763653E-002   4.9647155568083620E-002   5.2566871165586095E-002   5.1175794675249277E-002   4.7680888974018176E-002   5.2426315007562035E-002   5.2243103922453904E-002   5.2529619294257070E-002   4.9297363458957966E-002   5.1159909901645401E-002   4.7549670124526842E-002   4.7447682076183419E-002   5.2855100898726672E-002   4.7991411051853179E-002   5.0577759901250900E-002   5.2510518370053043E-002   4.7071861269835598E-002   5.1590249060934228E-002   4.8275943649300150E-002   5.1807457544006855E-002   4.8928830844015170E-002   4.6513757848889573E-002   5.1986468823643328E-002   4.9788109695425242E-002   4.9037241096856837E-002   4.7988305479523798E-002   4.7392431602330164E-002   4.8229947904761233E-002   5.3017318285970609E-002   5.3274700289276923E-002
   5.2859612294500952E-002   4.9400633058539582E-002   4.9873184744517872E-002   4.9064927518191449E-002   5.0651329159382801E-002   4.7516156282106405E-002   5.3696292379754887E-002   5.3437797912664731E-002   5.3216055650641227E-002   5.0761241886009369E-002   5.0398653853710396E-002   5.2801649415503284E-002   5.3212724856546781E-002   5.2242334760510135E-002   4.8076733709379926E-002   5.2839420077806037E-002   4.7605606538492828E-002   5.1135715730834322E-002   5.2698656076498221E-002   5.2708511449572976E-002   5.2631613503300062E-002   4.9216483692601204E-002   5.0920939983688532E-002   4.7593733993822648E-002   5.2769410974098846E-002   5.3109420028520427E-002   4.9025145338586124E-002   5.3487030566986477E-002   4.6513622257619763E-002   5.1011365160303815E-002   5.2757206551425476E-002   5.3528262976666498E-002   5.2134627508448654E-002   5.1544244784315352E-002   4.9605433766958744E-002   5.2764324611130592E-002   4.8311460878576122E-002   4.7640018121267017E-002   5.1932459447863261E-002   5.0849608386633743E-002   5.3701417498552541E-002   4.9517516414161827E-002   4.7232471385045278E-002   4.7480841989207788E-002   4.6936877160724505E-002   5.0150747264777862E-002   4.8241147546672129E-002   5.2412783289408474E-002   5.2895411180204278E-002   5.1417926086806190E-002
   4.6551618836687139E-002   4.7114119418530984E-002   5.0916721168756708E-002   4.6349978298225653E-002   4.9528446452125063E-002   4.8202584612817317E-002   5.0261646660268972E-002   5.3566658031458152E-002   4.8500059429097526E-002   4.7146804587488045E-002   5.3326083101088675E-002   4.6878107973977748E-002   5.0096789332934634E-002   5.1357964748814156E-002   5.1044003429014578E-002   4.9658386376708191E-002   4.8735791487322447E-002   5.0791277510610834E-002   5.0193193199558811E-002   4.6475667137545897E-002   5.2117936626165921E-002   5.1494441255962857E-002   4.6407112018307987E-002   4.7637708480587848E-002   4.8572614127578746E-002   4.9552273345357681E-002   5.3083999864525978E-002   5.1755253871364905E-002   5.0364588241015779E-002   5.0596126591604333E-002   4.9401183739166216E-002   4.6545939604174594E-002   4.7957904934754415E-002   5.3725076610510882E-002   4.8933380971171642E-002   4.8519107124717603E-002   5.3518591767996206E-002   4.9559354503729690E-002   5.0073114239479015E-002   5.3726348686704894E-002   4.7401370822801672E-002   5.1052544914163348E-002   5.2670469412645318E-002   5.3741176729202748E-002   4.7275962043854529E-002   5.3038316269083299E-002   5.1340714018197099E-002   4.8873864024276431E-002   4.9533930546923600E-002   5.2646407944839560E-002
   4.8170334318003404E-002   4.6471158382071436E-002   4.7428074130596104E-002   5.3167841918052794E-002   4.6814323611076375E-002   4.9908872597930615E-002   5.2755284081377335E-002   5.1964896564843759E-002   5.0516108425624498E-002   4.8003779351230458E-002   4.9894272784205961E-002   4.9679124660489994E-002   5.2909965302073828E-002   5.1522914364405870E-002   5.2554497854528606E-002   4.6791570352456534E-002   5.3740041753021286E-002   4.6410107326688002E-002   4.7551274948346593E-002   4.8865884346732086E-002   4.7026752582215073E-002   5.0050216358087624E-002   5.0600814656963769E-002   4.9569970733678165E-002   5.2438811064621171E-002   5.0732176742720007E-002   5.2646925918577628E-002   4.8889875850085238E-002   4.8800906554345047E-002   5.2797688850531425E-002   5.0962000110313245E-002   5.2137942558533101E-002   5.0614642905932129E-002   5.1923960158617069E-002   4.6448514158055010E-002   4.7919911809730056E-002   4.8264099355139478E-002   5.0936522795702190E-002   5.1095409835886577E-002   5.2864683664338108E-002   4.8553584746419277E-002   5.0905717247800658E-002   5.1198906267257344E-002   4.7889300669618384E-002   4.6666588865521712E-002   5.1849028669926883E-002   5.1105646683389974E-002   4.7122344685867533E-002   4.6513195915556582E-002   4.9595945982291396E-002
   5.0250984703540780E-002   5.1701736841650893E-002   4.8851936337815427E-002   5.0580566515505736E-002   5.1025786680449381E-002   4.8200633012159724E-002   4.9728391338357741E-002   4.7023431797511187E-002   4.9087137318592086E-002   5.3722215772320996E-002   5.0962622023155491E-002   4.8135583802456694E-002   4.8298670941479369E-002   5.2759019340765080E-002   4.6901909644663731E-002   4.8713941225208751E-002   4.9527237502146840E-002   5.2946453777510664E-002   4.9382748397525170E-002   4.9960134874467932E-002   5.3627543757274278E-002   5.2037390752961793E-002   4.7277671767204973E-002   4.7631802416286145E-002   4.9915743112065890E-002   5.2081676882416529E-002   4.6400403473993435E-002   5.2894015439491605E-002   4.9468594183661056E-002   5.0878018148835982E-002   4.6503596875081210E-002   4.7236497454598236E-002   4.9545998861443070E-002   5.1958335451238652E-002   4.9411312407718920E-002   5.2678761815541812E-002   5.3329574729954324E-002   5.1719613546841271E-002   5.0756986375799576E-002   5.3247816337477771E-002   5.3057504445417285E-002   4.9034999929349822E-002   4.6541228988000477E-002   4.7321816665066886E-002   5.1958317115823272E-002   5.2741636469428782E-002   5.1095196816776989E-002   5.2344640849729944E-002   4.9573490096169230E-002   5.2716136740208988E-002
   4.9788978832531014E-002   4.8900497723849183E-002   5.2161328609008323E-002   5.0695768220171578E-002   4.8975188306136119E-002   4.8162374687179862E-002   4.6788750407481608E-002   5.3266152130036964E-002   4.6351442969622743E-002   5.1754332134318008E-002   4.7723386275901857E-002   5.3035308464681158E-002   4.7212744199886220E-002   4.8749897002695858E-002   4.9814005001627457E-002   5.0525919755285288E-002   5.3637103385337739E-002   4.9366426975608439E-002   5.2823963898902093E-002   4.8455451074799254E-002   5.0135617414358048E-002   4.8678544845528630E-002   4.9443242485853835E-002   4.6398489340447484E-002   5.2902540213218933E-002   4.9246655470758544E-002   5.0770824941494985E-002   4.8234331011999719E-002   4.9861924281414838E-002   5.3187784706741882E-002   5.0156803564234444E-002   4.8942912432544637E-002   5.0370367686177614E-002   5.1288879697654888E-002   5.2515611071836325E-002   4.7288533304056385E-002   4.9672937809383484E-002   5.1886425729805986E-002   5.2484895783072860E-002   4.8761955045890260E-002   5.1598723672457547E-002   5.1045122392266606E-002   5.0730770053145018E-002   5.2028524070885963E-002   4.8872516549361950E-002   4.8856378722578697E-002   5.3633127418616970E-002   5.3261153832941860E-002   5.3726616285980466E-002   4.7893225894386778E-002
   5.1086385182856797E-002   5.0223019807409945E-002   5.0102306078742366E-002   5.0591735916204875E-002   4.9421196076705171E-002   5.0612046132648220E-002   5.1534711339225041E-002   4.8451487534251408E-002   4.6976151138495043E-002   5.1506895529229706E-002   5.2794235233601196E-002   5.3739065093547311E-002   5.2173987135309977E-002   5.2964472461680304E-002   4.9136756843193283E-002   5.2612043981758443E-002   5.0238281990634306E-002   4.7516447787271161E-002   4.8044751132585217E-002   5.2328452469587165E-002   4.9538725855254442E-002   4.9178227316414053E-002   5.3513161100851851E-002   5.0782621944253842E-002   5.1910664729834535E-002   4.9195445252831045E-002   4.9817847800845715E-002   4.6597173239046864E-002   5.3547834289840127E-002   4.9104793789250367E-002   5.2974811358866981E-002   5.3366708825052372E-002   5.1994717113276669E-002   4.8115514887064587E-002   5.2104548985960134E-002   4.9820055632821353E-002   4.9125828750530294E-002   5.1203404332311520E-002   5.3348098483222077E-002   4.7955188691396387E-002   4.8988972958725410E-002   4.9784959353250217E-002   5.2702657192423966E-002   5.1319593065565300E-002   5.3450938974712120E-002   4.7183959993577440E-002   4.6430131720199122E-002   4.9349931332321059E-002   4.6709726429632843E-002   4.8441963501340987E-002
   4.9602817662908333E-002   5.1920971929453608E-002   5.2524554074642085E-002   5.0764637510640115E-002   4.8791093066343924E-002   4.8715961784490454E-002   5.0967243944813646E-002   4.9034456142839369E-002   5.0669826928747608E-002   5.3011629194243286E-002   4.7499380547013775E-002   4.6653712731017941E-002   5.0721657617131349E-002   4.6896759596686086E-002   4.7002682515972623E-002   5.0065182956953870E-002   4.8205720733694946E-002   5.0918685806767755E-002   5.0073882570217276E-002   4.8275847983833886E-002   4.9112914527256996E-002   4.8088903011874823E-002   4.7415955786586111E-002   4.8095207691599202E-002   4.8344634513476106E-002   5.3336373767401780E-002   5.3654713353890188E-002   5.1704132938179131E-002   5.1380278621032449E-002   5.0863555009043750E-002   5.0560147453051818E-002   4.8797202545490012E-002   4.7799828305959705E-002   5.3711080646624991E-002   5.1302299622161575E-002   4.8637889030528965E-002   4.7964791056693747E-002   5.2208450738276915E-002   4.6337477292350583E-002   5.0217148280045878E-002   5.3088033841008533E-002   5.3651738053813916E-002   4.9328711997089061E-002   5.0374900295154360E-002   5.3637105864984394E-002   4.8186641326537411E-002   5.0885482681534921E-002   4.6542769334022398E-002   4.9327376997241948E-002   5.1936821809888914E-002
   5.3540854377885583E-002   5.1076393097432560E-002   4.8990779283521427E-002   5.1102313758894881E-002   4.9574717329175927E-002   4.7633039655190945E-002   5.2280125787347566E-002   4.6499634270512673E-002   4.8295777445295340E-002   4.7909211146066902E-002   4.9949708948668736E-002   4.6757309500766557E-002   5.3211612106381215E-002   5.2168165155476946E-002   5.1997724355392752E-002   5.2523588227824491E-002   4.9946477529033154E-002   4.6923095990117902E-002   5.3487217490434391E-002   4.9073918926493806E-002   4.8823294239706938E-002   4.8534491837411119E-002   5.1174409827519564E-002   5.2569867039744637E-002   4.9010307304160013E-002   4.8052957456818340E-002   4.6611933307794354E-002   5.2784055072217208E-002   5.2791713579640943E-002   5.1266088538858348E-002   5.0322833565364260E-002   5.3601673883166306E-002   4.8936737036707159E-002   4.9932342484909839E-002   5.0205729957747629E-002   4.9257202888766234E-002   5.1823703584665405E-002   5.3281677648243153E-002   4.7050538526353353E-002   4.8304194588388201E-002   5.0551125873386907E-002   5.2499491192805371E-002   5.2580732945663594E-002   4.8078521978157374E-002   4.9451028789376503E-002   5.2415311924796398E-002   4.6973105007836066E-002   5.3042829833675288E-002   4.9081368420659674E-002   4.8306220976585761E-002
   4.8075097659474680E-002   5.0268305035394603E-002   5.0581732927320294E-002   4.6596868448564005E-002   4.9638098648215251E-002   4.8528914060863633E-002   4.8796554753518635E-002   4.6617200419541122E-002   4.8929147742857108E-002   4.8977246751624667E-002   5.3319381534709345E-002   5.2356779069330200E-002   4.8999848891497236E-002   5.0493228037965604E-002   4.6959717947378653E-002   5.2187285874944644E-002   5.2541377555156345E-002   4.9124607280082715E-002   4.9292738408055592E-002   5.2911412490215803E-002   5.3521128750363717E-002   5.1378964216222379E-002   5.3223560168515517E-002   4.9829614164252356E-002   4.8223114756456263E-002   4.7384627843492060E-002   5.3252147201006052E-002   5.0748687766801540E-002   4.6537947469025176E-002   4.7816318273999465E-002   5.2280949414206149E-002   4.7141821580383138E-002   5.0472922525865972E-002   5.0095081226593202E-002   4.6814386541714402E-002   5.3495753139682391E-002   5.3524476985803753E-002   4.6762922023799280E-002   5.3462468584250536E-002   4.7748485688870912E-002   5.3380140218797924E-002   5.0158545516006438E-002   4.9424216034868365E-002   4.9310594148008161E-002   5.2997810266650847E-002   5.0048463087252554E-002   5.0402316145129883E-002   4.6402789100126372E-002   4.7556614081604949E-002   4.8123526297101135E-002
